RIC,Date,Total Equity,Company Market Cap,Revenue,Full-Time Employees,"Cash Dividend Paid, Common, Discrete"
IFRX.O,31/12/2018,119.429,823.3753869,,21,
IFRX.O,31/12/2019,151.391,91.72066437,,38,
IFRX.O,31/12/2020,107.14667,116.2605338,,45,
IFRX.O,31/12/2021,77.86388,185.0891831,,49,
IXXG.DE,31/12/2001,2.195,,22.889,154,
IXXG.DE,31/12/2002,16.157,,31.117,166,
IXXG.DE,31/12/2003,17.341,,31.533,189,
IXXG.DE,31/12/2004,17.201,,30.012,209,
IXXG.DE,31/12/2005,15.873,,32.511,202,
IXXG.DE,31/12/2006,18.309,,33.406,200,
IXXG.DE,31/12/2007,21.095,,36.258,207,
IXXG.DE,31/12/2008,26.494,,46.767,243,0.968
IXXG.DE,31/12/2009,31.402,,55.993,282,1.378
IXXG.DE,31/12/2010,38.795,,64.955,304,1.58
IXXG.DE,31/12/2011,46.397,,80.913,347,2.986
IXXG.DE,31/12/2012,56.627,,88.736,377,5.99
IXXG.DE,31/12/2013,57.678,,97.297,384,7.976
IXXG.DE,31/12/2014,62.028,,100.12,416,8.016
IXXG.DE,31/12/2015,67.706,,102.993,441,8.022
IXXG.DE,31/12/2016,71.021,,105.293,480,8.032
IXXG.DE,31/12/2017,76.219,183.7822,108.635,650,2.183
IXXG.DE,31/12/2018,73.143,142.568,130.554,698,2.2
IXXG.DE,31/12/2019,75.597,231.924,135.711,750,2.336
IXXG.DE,31/12/2020,85.379,334.332,156.464,866,1.328
IXXG.DE,31/12/2021,90.334,334.332,180.668,1009,4.03
M7UG.DE,31/12/2004,0.752,,7.429,,
M7UG.DE,31/12/2005,1.583,,9.249,60,
M7UG.DE,31/12/2006,3.16,,10.971,125,
M7UG.DE,31/12/2007,3.16,36.7575,10.971,125,
M7UG.DE,31/12/2008,11.637,13.01377618,16.958,170,3.121
M7UG.DE,31/12/2009,9.122,11.63625,26.499,231,0
M7UG.DE,31/12/2010,4.94082,27.3615,24.38647,225,
M7UG.DE,31/12/2011,7.99651,20.79735,32.32922,197,
M7UG.DE,31/12/2012,6.61649,14.79,40.22014,223,
M7UG.DE,31/12/2013,1.52682,12.18,37.72612,233,
M7UG.DE,31/12/2014,1.89478,18.608865,41.01983,248,0.39191
M7UG.DE,31/12/2015,3.282,27.815205,49.53465,250,0.03158
M7UG.DE,31/12/2016,6.47418,39.22743,52.0679,249,0.95843
M7UG.DE,31/12/2017,9.52008,88.5225,54.46059,241,1.24831
M7UG.DE,31/12/2018,13.39571,84.61674534,60.69346,268,1.34012
M7UG.DE,31/12/2019,20.54866,91.0065,67.07555,342,1.65726
M7UG.DE,31/12/2020,31.389,207.758,64.859,382,0.746
M7UG.DE,31/12/2021,48.083,239.064,78.558,430,0.621
XTPG.DE,31/12/2001,2.706,,7.897,22,
XTPG.DE,31/12/2002,3.289,,5.947,22,
XTPG.DE,31/12/2003,3.289,,5.947,22,
XTPG.DE,31/12/2004,3.011,13.32375,5.609,17,
XTPG.DE,31/12/2005,3.192,34.6768125,6.588,22,
XTPG.DE,31/12/2006,3.921,40.882875,8.779,17,
XTPG.DE,31/12/2007,5.612,41.84125,14.518,31,
XTPG.DE,31/12/2008,5.443,21.36475,14.132,38,
XTPG.DE,31/12/2009,5.8961,23.8425,12.77375,,
XTPG.DE,31/12/2010,4.66603,14.72625,10.76312,42,
XTPG.DE,31/12/2011,4.66603,9.35,10.76312,42,
XTPG.DE,31/12/2012,5.04177,5.1027625,9.70009,23,0.23375
XTPG.DE,31/12/2013,4.71014,7.8353,5.10808,,
XTPG.DE,31/12/2014,3.9462,6.661875,5.13818,,1.28563
XTPG.DE,31/12/2015,3.9462,14.25875,5.13818,,1.28563
XTPG.DE,31/12/2016,4.01385,11.22,4.65689,,1.14538
XTPG.DE,31/12/2017,5.69577,10.7174375,4.95233,,0.561
XTPG.DE,31/12/2018,5.05546,10.1915,5.24989,20,0.23375
XTPG.DE,31/12/2019,5.05546,11.594,5.24989,20,0.23375
XTPG.DE,31/12/2020,16.27582,63.58,8.49558,17,2.08037
XTPG.DE,31/12/2021,148.88015,202.19375,11.07981,22,6.8255
PAGn.DE,31/12/2018,,160.16,,,
PAGn.DE,31/12/2019,25.02048,211.86977,1.03925,2,
PAGn.DE,31/12/2020,359.42451,790.0921602,0,0,
PAGn.DE,31/12/2021,442.51392,326.7864173,0.39034,2,
BWQ.DE,31/12/2015,0.19249,,,,
BWQ.DE,31/12/2016,0.1903,,,,
BWQ.DE,31/12/2017,0.18835,55.65,,,
BWQ.DE,31/12/2018,0.99489,12.81,0,,
BWQ.DE,31/12/2019,1.13149,10.29,0.2028,,
BWQ.DE,31/12/2020,1.9322,20.79,0.59444,,
BWQ.DE,31/12/2021,1.87613,44.79825,1.13705,,
V3VGn.DE,31/12/2006,15.641,,10.233,61,
V3VGn.DE,31/12/2007,12.935,33.08125,11.556,74,
V3VGn.DE,31/12/2008,19.729,7.9395,15.426,110,
V3VGn.DE,31/12/2009,18.105,12.041575,14.957,111,
V3VGn.DE,31/12/2010,18.873,12.33269,15.097,101,
V3VGn.DE,31/12/2011,18.479,7.4075535,16.963,147,
V3VGn.DE,31/12/2012,19.741,9.0795,16.001,117,
V3VGn.DE,31/12/2013,20.256,9.836125,13.603,104,
V3VGn.DE,31/12/2014,21.094,15.1325,13.554,93,
V3VGn.DE,31/12/2015,22.072,14.9357775,13.786,99,
V3VGn.DE,31/12/2016,23.674,16.918135,14.169,140,
V3VGn.DE,31/12/2017,23.648,46.64203875,16.29,122,
V3VGn.DE,31/12/2018,29.411,45.1909531,19.192,133,
V3VGn.DE,31/12/2019,29.425,52.86097725,20.409,123,
V3VGn.DE,31/12/2020,28.056,52.03178545,19.934,120,
V3VGn.DE,31/12/2021,26.249,240.546885,19.668,116,
N4G.DE,31/12/2016,-0.729,,0,,
N4G.DE,31/12/2017,14.574,223.9457917,1.971,,
N4G.DE,31/12/2018,27.72,89.85500577,12.843,,
N4G.DE,31/12/2019,119.034,22.91604174,16.119,92,
N4G.DE,31/12/2020,106.442,169.8816081,6.223,74.5,
N4G.DE,31/12/2021,112.185,321.681758,24.353,112,
MRXG.DE,31/12/2017,19.449,,104.265,506,
MRXG.DE,31/12/2018,13.311,,122.778,574,
MRXG.DE,31/12/2019,29.152,,139.282,600,
MRXG.DE,31/12/2020,29.152,,139.282,600,
MRXG.DE,31/12/2021,33.412,391.5030837,164.201,824,
V3SG.DE,31/12/2007,4.062,42.25,12.991,86,
V3SG.DE,31/12/2008,12.086,20.79,25.421,190,0.8
V3SG.DE,31/12/2009,12.244,16.29,23.597,103,2.4
V3SG.DE,31/12/2010,10.24224,20.25,20.5152,104,2.1
V3SG.DE,31/12/2011,10.54216,15.15,22.02779,109,0
V3SG.DE,31/12/2012,10.16693,15.933,22.52322,116,0.45
V3SG.DE,31/12/2013,10.03198,10.845,22.67308,122,0.45
V3SG.DE,31/12/2014,9.68025,15.6825,21.4104,128,0.45
V3SG.DE,31/12/2015,9.75161,44.1375,22.41817,131,0.45
V3SG.DE,31/12/2016,7.7247,100.5575391,25.86585,138,0.45
V3SG.DE,31/12/2017,14.87196,134.9039182,33.71739,167,0.7425
V3SG.DE,31/12/2018,14.33963,56.26808596,32.38273,180,1.65
V3SG.DE,31/12/2019,10.1327,133.0994685,24.82492,183,0.3306
V3SG.DE,31/12/2020,13.81382,81.5840963,25.16931,187,0
V3SG.DE,31/12/2021,23.17,57.52350996,25.002,179,
OHBG.DE,31/12/2001,5.213,,6.37,,
OHBG.DE,31/12/2002,26.685,22.7653464,12.439,125,
OHBG.DE,31/12/2003,33.286,104.496672,67.961,292,
OHBG.DE,31/12/2004,37.995,105.2430768,96.349,287,
OHBG.DE,31/12/2005,43.008,111.6621581,137.909,282,0
OHBG.DE,31/12/2006,53.399,169.4338896,113.829,795,1.788
OHBG.DE,31/12/2007,71.913,200.9321722,163.147,823,2.98
OHBG.DE,31/12/2008,73.447,118.5290822,218.801,1189,3.428
OHBG.DE,31/12/2009,72.354,183.0384848,232.473,1284,3.715
OHBG.DE,31/12/2010,86.761,290.6691174,287.164,1546,3.715
OHBG.DE,31/12/2011,94.101,197.1798676,425.448,1677,4.35
OHBG.DE,31/12/2012,102.488,264.1176115,555.689,2352,5.22
OHBG.DE,31/12/2013,108.033,303.9448704,615.982,2493,6.086
OHBG.DE,31/12/2014,123.532,344.1214912,680.121,2412,6.433
OHBG.DE,31/12/2015,138.452,366.2186326,728.147,2412,6.433
OHBG.DE,31/12/2016,155.352,323.8584998,719.706,2056,6.433
OHBG.DE,31/12/2017,168.648,779.339103,699.184,2298,6.955
OHBG.DE,31/12/2018,187.631,539.7641664,825.894,2420,6.955
OHBG.DE,31/12/2019,177.309,759.862176,976.551,2769,6.955
